date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_max,et0_fao_evapotranspiration
2024-10-16,20.9,10.2,14.9,0.0,62,15.4,2.83
2024-10-17,15.6,8.1,11.8,0.2,68,11.0,1.94
2024-10-18,14.5,5.4,9.4,0.0,60,7.4,2.17
2024-10-19,14.4,5.4,9.1,0.0,57,9.7,2.21
2024-10-20,14.7,6.1,10.2,0.0,59,8.5,2.03
2024-10-21,16.2,7.3,11.6,0.0,56,8.2,2.08
2024-10-22,17.7,6.6,12.7,0.0,56,8.5,2.25
2024-10-23,20.2,10.6,15.2,0.0,44,7.5,2.33
2024-10-24,18.4,10.5,15.2,0.0,46,9.8,2.35
2024-10-25,16.7,8.7,12.4,0.0,71,9.3,1.86
2024-10-26,18.2,9.9,13.4,0.0,60,7.4,2.14
2024-10-27,18.9,11.1,14.1,0.0,50,6.8,2.16
2024-10-28,23.2,6.6,16.2,0.0,42,8.0,2.44
2024-10-29,20.9,9.4,15.8,0.0,54,8.1,2.3
2024-10-30,17.1,8.9,14.0,1.0,75,7.5,1.53
2024-10-31,19.8,7.0,12.6,0.0,66,10.3,1.94
2024-11-01,19.3,7.4,12.8,0.0,66,8.0,1.91
2024-11-02,22.8,6.3,14.0,0.0,55,12.8,2.32
2024-11-03,12.4,8.5,10.0,0.0,59,13.3,1.27
2024-11-04,18.2,3.0,9.3,0.0,50,9.8,2.0
2024-11-05,11.5,3.4,7.0,0.0,59,9.9,1.66
2024-11-06,11.9,2.6,7.0,0.0,58,9.0,1.56
2024-11-07,13.2,6.0,8.9,0.0,51,8.7,1.66
2024-11-08,16.2,5.4,11.0,0.0,42,7.3,1.78
2024-11-09,13.3,1.8,10.4,0.0,45,14.1,1.82
2024-11-10,9.9,-1.0,4.6,0.0,71,11.1,1.25
2024-11-11,10.5,-1.4,3.9,0.0,77,10.8,1.07
2024-11-12,8.9,3.6,6.0,0.2,84,8.5,0.55
2024-11-13,8.5,5.0,6.8,1.6,91,6.3,0.36
2024-11-14,7.6,6.2,6.8,5.4,99,8.8,0.27
2024-11-15,8.8,5.6,6.9,0.4,95,7.1,0.45
2024-11-16,6.5,3.5,4.8,0.4,82,7.2,0.45
2024-11-17,8.6,1.0,3.3,0.0,76,5.9,1.05
2024-11-18,14.0,-2.3,4.0,0.0,65,11.4,1.44
2024-11-19,12.2,-1.2,4.7,0.0,67,8.4,1.24
2024-11-20,14.2,3.2,7.6,0.0,66,13.9,1.28
2024-11-21,12.4,-1.0,6.5,0.3,62,27.0,1.5
2024-11-22,9.3,-0.7,4.2,0.2,64,19.0,1.26
2024-11-23,5.6,0.4,3.4,2.7,60,34.6,1.68
2024-11-24,9.9,-3.0,2.7,0.0,50,15.8,1.24
2024-11-25,9.0,0.1,3.8,0.0,37,7.5,1.22
2024-11-26,8.9,0.6,3.9,0.0,59,4.9,1.0
2024-11-27,14.9,1.1,8.9,0.0,64,23.0,1.62
2024-11-28,8.8,3.1,5.2,0.0,83,7.0,0.77
2024-11-29,8.3,2.9,5.4,1.8,87,9.0,0.64
2024-11-30,7.7,3.6,5.2,15.3,96,21.0,0.23
2024-12-01,8.9,3.7,7.0,8.5,84,17.7,0.59
2024-12-02,6.3,3.4,4.7,5.9,92,6.3,0.31
2024-12-03,7.3,4.1,5.3,0.2,87,9.4,0.53
2024-12-04,7.3,4.5,5.6,0.1,89,5.6,0.39
2024-12-05,7.9,4.3,5.5,0.6,91,11.5,0.5
2024-12-06,6.4,3.8,4.7,6.5,93,10.9,0.42
2024-12-07,7.7,4.6,6.0,13.5,97,10.3,0.21
2024-12-08,9.6,2.4,5.4,0.3,87,14.0,0.85
2024-12-09,12.9,5.6,8.3,1.8,87,18.1,0.94
2024-12-10,12.9,3.6,8.0,6.4,81,10.7,0.9
2024-12-11,10.7,1.7,5.9,0.0,82,10.1,0.73
2024-12-12,8.1,1.0,4.8,0.0,73,18.8,1.03
2024-12-13,6.9,-2.0,1.6,0.0,81,12.1,0.82
2024-12-14,4.3,1.5,2.5,0.9,83,12.4,0.5
2024-12-15,9.7,0.6,4.3,0.0,75,19.1,0.88
2024-12-16,7.9,1.3,4.2,0.0,64,19.6,1.37
2024-12-17,15.3,4.6,9.2,0.0,59,20.4,1.98
2024-12-18,15.4,4.2,9.1,0.0,63,16.8,1.55
2024-12-19,12.6,3.3,6.8,0.0,73,5.1,0.96
2024-12-20,8.7,2.1,4.9,0.9,68,4.6,0.73
2024-12-21,6.3,2.3,3.8,12.3,92,15.8,0.23
2024-12-22,6.8,0.1,2.9,0.2,79,15.6,0.85
2024-12-23,4.3,-0.7,1.9,1.2,82,17.8,0.7
2024-12-24,7.9,3.9,5.3,7.2,96,16.4,0.28
2024-12-25,4.6,1.6,3.4,16.0,97,11.5,0.25
2024-12-26,3.8,1.2,2.2,3.5,86,7.8,0.3
2024-12-27,5.2,-2.9,1.2,0.5,75,12.7,0.5
2024-12-28,5.7,-2.5,1.8,0.0,73,12.9,0.51
2024-12-29,6.5,-3.0,0.8,0.0,76,8.2,0.79
2024-12-30,9.9,-1.7,2.7,0.0,72,5.5,0.88
2024-12-31,10.2,-1.8,3.2,0.0,69,6.2,0.95
