date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_max,et0_fao_evapotranspiration
2016-02-22,19.5,3.3,10.2,0.0,73,8.4,2.2
2016-02-23,20.7,4.5,12.4,0.0,77,7.0,2.23
2016-02-24,14.3,6.7,11.1,6.4,88,8.7,0.9
2016-02-25,9.6,0.2,5.3,0.0,82,9.2,1.55
2016-02-26,12.6,3.7,7.1,0.0,84,5.4,1.61
2016-02-27,11.6,3.2,7.1,0.3,89,8.2,1.25
2016-02-28,11.2,6.4,8.0,0.5,92,9.9,0.9
2016-02-29,15.4,5.6,9.6,0.0,85,13.4,1.78
2016-03-01,16.3,6.6,11.0,1.3,78,8.4,1.93
2016-03-02,13.8,3.3,8.3,4.1,87,6.8,1.64
2016-03-03,13.1,4.4,8.4,0.0,85,12.1,1.77
2016-03-04,11.1,5.1,7.7,9.3,85,13.2,1.23
2016-03-05,13.9,3.8,7.7,0.3,75,9.5,2.09
2016-03-06,13.5,2.7,7.8,0.0,79,9.2,1.93
2016-03-07,16.8,3.8,9.9,0.0,77,19.2,2.43
2016-03-08,14.8,6.9,10.3,0.9,79,11.2,1.96
2016-03-09,12.8,6.4,9.1,5.2,90,11.2,1.01
2016-03-10,8.8,5.0,7.5,9.0,93,9.5,0.57
2016-03-11,12.1,5.6,8.2,5.5,86,7.1,1.49
2016-03-12,11.3,3.6,7.5,0.6,82,10.7,1.31
2016-03-13,7.7,5.5,6.4,7.9,93,11.6,0.6
2016-03-14,7.4,2.5,5.3,2.8,76,11.6,1.54
2016-03-15,7.8,0.3,3.5,0.0,66,8.2,1.97
2016-03-16,7.0,-0.2,3.4,0.1,70,8.7,1.44
2016-03-17,10.4,0.7,5.1,0.0,65,4.6,2.19
2016-03-18,13.2,-1.0,6.1,0.0,68,5.9,2.64
2016-03-19,13.6,0.3,6.8,0.0,68,18.3,2.45
2016-03-20,13.4,1.1,7.2,0.2,69,13.8,2.16
2016-03-21,17.2,1.5,9.3,0.0,66,10.8,2.77
2016-03-22,16.7,5.7,10.9,0.1,78,7.9,2.14
2016-03-23,14.5,7.9,10.3,4.5,91,18.4,1.06
2016-03-24,10.1,6.1,8.4,6.1,87,14.5,1.13
2016-03-25,9.7,2.3,5.7,0.0,59,13.3,2.36
2016-03-26,10.7,-0.0,5.0,0.0,67,6.5,2.37
2016-03-27,8.9,2.1,4.9,4.4,82,6.4,1.67
2016-03-28,13.0,-2.0,6.0,0.0,72,6.9,2.72
2016-03-29,15.4,2.2,9.3,2.1,71,10.7,2.26
2016-03-30,19.4,4.2,12.0,0.0,71,7.6,3.17
2016-03-31,21.2,4.8,14.1,0.0,67,5.8,3.53
2016-04-01,24.0,6.2,15.9,0.0,66,7.1,3.84
2016-04-02,22.3,8.3,14.8,3.5,70,11.8,3.33
2016-04-03,15.6,7.4,11.2,0.0,64,8.6,2.87
2016-04-04,21.0,5.7,13.4,0.4,76,8.9,3.59
2016-04-05,23.2,6.9,15.6,2.6,75,6.0,3.61
2016-04-06,24.4,8.4,16.9,1.2,72,5.1,3.77
2016-04-07,23.9,10.4,17.2,0.0,66,12.2,4.09
2016-04-08,20.8,12.3,16.4,0.1,62,15.9,3.51
2016-04-09,20.0,10.8,15.2,0.4,77,9.3,3.15
2016-04-10,17.3,9.5,13.4,11.9,83,6.8,2.25
2016-04-11,12.0,9.8,11.1,13.0,91,14.2,0.71
2016-04-12,20.2,8.3,14.5,0.0,71,13.6,3.07
2016-04-13,24.3,6.6,16.2,0.0,65,7.7,4.31
2016-04-14,22.9,10.1,16.6,0.9,64,12.1,2.96
2016-04-15,19.2,10.2,14.4,0.1,65,22.1,3.9
2016-04-16,22.1,8.8,15.6,0.0,59,8.5,4.15
2016-04-17,26.9,8.7,18.5,0.0,64,6.9,4.6
2016-04-18,28.3,10.9,20.6,0.2,63,7.3,4.67
2016-04-19,27.3,16.3,21.3,0.0,61,8.2,3.79
2016-04-20,17.0,10.7,14.6,1.0,68,24.7,3.7
2016-04-21,17.4,5.0,11.8,0.0,53,11.7,4.16
2016-04-22,19.4,7.6,13.3,0.0,57,8.8,4.06
2016-04-23,19.7,9.3,14.7,1.7,69,7.6,3.15
2016-04-24,17.0,10.5,13.6,13.6,80,6.9,2.55
2016-04-25,17.4,8.5,12.3,8.5,77,11.0,3.1
2016-04-26,11.8,4.7,8.4,10.0,72,21.8,2.4
2016-04-27,16.5,1.5,9.8,0.0,64,8.7,3.9
2016-04-28,19.2,5.1,13.1,0.0,67,8.9,3.89
2016-04-29,16.6,10.2,12.7,4.0,77,10.2,2.09
2016-04-30,17.4,8.9,12.9,2.7,81,7.2,2.68
2016-05-01,16.9,8.2,12.7,0.0,75,12.8,3.09
2016-05-02,15.1,8.7,11.7,1.2,70,19.5,2.38
2016-05-03,13.6,8.8,10.7,12.5,91,11.0,1.47
2016-05-04,13.8,8.2,10.6,4.2,86,14.8,2.21
2016-05-05,14.2,8.5,11.0,3.7,84,15.2,1.85
2016-05-06,17.7,6.3,12.4,4.5,78,8.1,3.14
2016-05-07,17.2,6.9,12.6,7.2,82,6.5,3.02
2016-05-08,17.4,6.8,12.8,4.3,82,8.3,3.32
2016-05-09,19.3,10.1,13.8,6.7,84,7.4,3.49
2016-05-10,19.7,9.5,14.7,2.5,76,5.9,3.79
2016-05-11,21.2,11.7,16.1,4.5,83,8.6,3.65
2016-05-12,20.4,13.7,17.1,1.4,84,7.9,2.58
2016-05-13,22.3,12.2,17.7,1.7,71,13.4,4.35
2016-05-14,22.6,9.3,16.5,0.3,62,13.5,4.68
2016-05-15,21.6,9.6,15.7,1.2,67,9.4,4.29
2016-05-16,18.4,9.7,13.9,5.6,82,10.8,2.73
2016-05-17,17.1,6.9,12.5,0.0,64,12.5,3.51
2016-05-18,17.4,6.0,12.5,0.2,63,13.5,3.86
2016-05-19,19.7,5.7,13.7,0.0,65,10.9,4.23
2016-05-20,20.8,9.5,15.7,1.7,70,11.0,3.93
2016-05-21,16.7,11.7,14.2,3.5,84,12.3,1.62
2016-05-22,19.7,9.7,14.7,2.2,75,7.1,3.31
2016-05-23,23.3,8.5,16.9,0.0,67,8.7,4.87
2016-05-24,22.2,12.6,17.2,5.9,68,11.0,3.98
2016-05-25,17.8,9.9,13.6,6.3,73,21.5,2.46
2016-05-26,19.7,12.9,16.0,14.5,80,14.8,3.11
2016-05-27,21.9,10.9,16.8,6.3,79,14.4,3.76
2016-05-28,24.2,10.7,18.5,0.1,70,6.0,4.36
2016-05-29,26.7,13.0,20.8,0.8,70,5.4,4.71
2016-05-30,28.6,14.9,22.3,0.6,72,8.2,4.89
2016-05-31,27.0,14.4,21.1,0.0,68,7.6,5.28
2016-06-01,26.9,13.8,21.3,0.0,69,12.2,5.28
2016-06-02,24.3,16.6,20.8,0.1,66,8.1,4.45
2016-06-03,22.7,14.7,18.6,4.8,72,10.3,4.1
2016-06-04,22.8,12.7,17.8,5.8,78,8.2,3.86
2016-06-05,22.5,12.5,17.9,12.2,82,4.6,3.67
2016-06-06,21.2,13.7,17.8,11.6,83,7.9,2.74
2016-06-07,20.4,14.1,16.8,21.8,87,7.3,3.13
2016-06-08,18.8,12.0,15.4,3.6,77,7.1,3.68
2016-06-09,20.7,10.3,16.3,0.0,67,6.9,4.35
2016-06-10,22.4,12.6,17.6,0.2,66,7.0,4.52
2016-06-11,25.2,13.6,20.7,0.0,60,6.6,4.83
2016-06-12,26.9,14.9,21.1,3.3,71,7.2,4.67
2016-06-13,23.6,15.4,19.2,4.9,83,8.2,3.57
2016-06-14,23.3,13.8,18.6,4.1,78,9.7,4.11
2016-06-15,26.6,12.7,20.6,0.0,66,9.4,4.95
2016-06-16,29.8,14.3,22.8,0.0,60,7.0,5.88
2016-06-17,32.6,20.1,26.7,0.0,55,7.3,6.14
2016-06-18,33.0,18.9,27.0,0.0,66,14.8,5.98
2016-06-19,29.7,21.3,26.2,0.0,65,10.2,4.71
2016-06-20,30.6,18.4,24.6,0.0,65,13.2,6.07
2016-06-21,31.2,20.0,25.4,0.0,58,12.1,6.35
2016-06-22,31.8,17.3,26.1,0.0,59,7.2,5.66
2016-06-23,30.6,19.2,26.1,0.1,65,10.0,5.06
2016-06-24,30.1,19.3,25.4,4.1,72,12.6,5.03
2016-06-25,29.1,21.7,24.9,0.0,63,13.4,5.46
2016-06-26,29.0,16.5,23.9,0.1,59,13.0,5.37
2016-06-27,27.5,18.0,23.4,15.6,74,5.8,4.39
2016-06-28,24.9,18.4,21.5,5.1,75,16.3,4.54
2016-06-29,24.5,17.6,20.9,1.8,74,9.8,3.0
2016-06-30,27.8,16.6,23.0,0.9,72,6.1,4.69
2016-07-01,28.9,18.3,24.2,5.9,69,7.1,4.72
2016-07-02,28.9,18.0,23.5,6.8,75,6.1,4.56
2016-07-03,27.8,18.0,23.0,14.2,78,5.7,4.49
2016-07-04,27.3,18.0,23.1,2.6,77,11.4,4.51
2016-07-05,24.7,19.2,21.8,4.9,76,9.1,3.66
2016-07-06,25.7,17.4,21.9,0.1,70,7.6,3.96
2016-07-07,26.5,18.1,22.2,0.6,60,15.3,5.63
2016-07-08,25.3,13.3,20.1,0.0,57,6.9,4.73
2016-07-09,28.6,16.2,22.2,0.0,61,9.8,5.59
2016-07-10,28.3,16.6,23.1,0.0,58,13.5,5.86
2016-07-11,27.9,17.6,23.1,0.0,60,7.9,4.97
2016-07-12,28.9,17.2,23.1,0.0,62,9.9,5.81
2016-07-13,31.1,16.7,23.9,0.0,64,8.2,5.85
2016-07-14,32.3,19.5,25.8,0.0,62,7.7,5.59
2016-07-15,30.7,21.1,25.7,1.8,68,12.3,4.56
2016-07-16,30.3,19.0,24.3,0.2,64,13.1,5.14
2016-07-17,25.5,18.8,21.7,0.4,67,11.1,4.06
2016-07-18,23.9,16.8,20.6,0.0,62,20.2,4.37
2016-07-19,25.7,15.4,21.3,0.0,65,14.2,4.35
2016-07-20,24.9,16.6,21.0,2.2,66,7.4,4.06
2016-07-21,26.9,16.6,22.2,0.0,62,10.3,4.7
2016-07-22,30.0,16.5,23.8,0.0,57,6.4,5.58
2016-07-23,32.1,17.6,25.3,0.0,57,6.6,5.41
2016-07-24,30.8,19.3,25.9,0.0,59,7.5,4.93
2016-07-25,29.9,20.9,25.4,0.0,59,9.8,5.17
2016-07-26,28.3,19.0,24.2,0.0,55,9.4,4.5
2016-07-27,28.2,18.5,24.3,0.0,58,8.3,4.09
2016-07-28,29.4,19.3,24.7,0.0,56,10.0,5.05
2016-07-29,29.3,19.3,25.5,0.0,48,5.3,4.62
2016-07-30,30.0,18.1,25.1,0.0,55,6.6,4.38
2016-07-31,29.8,19.9,25.7,0.0,58,8.9,4.42
2016-08-01,31.8,21.3,27.3,0.1,43,8.3,5.62
2016-08-02,29.6,18.3,24.5,2.0,56,7.6,4.81
2016-08-03,27.5,18.2,23.3,0.0,67,12.5,4.5
2016-08-04,28.3,17.8,23.6,0.8,62,6.5,4.0
2016-08-05,30.2,19.1,24.8,0.0,58,9.4,5.34
2016-08-06,31.3,19.0,25.5,0.0,57,7.9,4.99
2016-08-07,30.4,20.2,25.9,0.0,55,9.0,4.6
2016-08-08,29.3,20.4,24.5,2.6,67,11.9,4.3
2016-08-09,28.8,19.1,24.2,0.0,58,10.8,4.65
2016-08-10,30.3,19.1,25.2,0.0,53,9.4,4.95
2016-08-11,30.8,18.6,25.8,0.0,49,8.6,5.08
2016-08-12,23.9,16.6,20.6,3.0,61,15.8,4.04
2016-08-13,22.3,14.8,18.6,0.0,61,7.4,3.49
2016-08-14,25.7,13.8,20.5,0.0,52,3.7,4.45
2016-08-15,28.3,15.3,22.2,0.0,52,5.1,4.87
2016-08-16,29.5,15.3,23.4,0.0,49,8.0,4.79
2016-08-17,30.3,18.4,24.6,0.0,50,9.0,5.13
2016-08-18,28.5,17.7,23.1,2.2,64,8.9,4.01
2016-08-19,26.9,19.9,23.1,1.2,63,7.6,3.36
2016-08-20,28.7,17.4,23.5,0.0,60,7.2,4.43
2016-08-21,29.6,17.6,24.4,0.0,61,7.0,4.37
2016-08-22,30.3,17.8,23.9,10.9,65,8.5,4.11
2016-08-23,26.9,17.5,21.8,4.5,74,8.9,3.84
2016-08-24,27.2,16.7,21.6,2.1,75,8.6,3.81
2016-08-25,25.8,18.6,21.8,0.4,73,8.5,3.67
2016-08-26,25.3,15.3,20.9,0.0,57,13.6,4.46
2016-08-27,25.4,13.4,20.3,0.0,56,9.7,3.79
2016-08-28,26.0,14.7,21.2,0.0,60,8.7,3.4
2016-08-29,24.9,16.2,21.0,9.5,72,8.4,2.92
2016-08-30,28.2,16.1,22.6,0.0,68,9.3,4.0
2016-08-31,26.9,17.2,22.1,5.7,72,6.9,3.32
2016-09-01,25.5,17.5,21.5,0.6,68,8.8,3.48
2016-09-02,26.1,16.6,21.2,0.0,58,9.2,4.03
2016-09-03,25.7,16.4,21.1,0.5,58,7.7,3.34
2016-09-04,25.7,14.6,21.1,0.2,60,7.4,3.49
2016-09-05,27.2,16.1,22.4,0.0,48,6.9,4.11
2016-09-06,25.4,17.6,21.3,0.7,63,13.6,3.09
2016-09-07,25.6,17.1,20.6,0.1,72,14.4,2.41
2016-09-08,27.0,17.0,21.8,0.0,55,14.2,4.41
2016-09-09,27.1,17.0,22.2,0.0,56,16.0,4.34
2016-09-10,27.2,17.2,22.0,0.0,48,13.0,4.42
2016-09-11,27.0,15.8,21.9,0.0,54,11.5,4.19
2016-09-12,26.7,15.4,21.7,0.0,58,9.4,3.92
2016-09-13,24.7,15.4,20.5,0.0,58,9.6,3.52
2016-09-14,26.1,13.7,19.9,1.8,64,6.3,3.11
2016-09-15,26.7,13.9,20.2,3.3,68,6.4,3.09
2016-09-16,27.6,14.8,21.6,0.0,61,6.1,3.71
2016-09-17,29.3,14.9,23.1,0.0,52,5.6,3.74
2016-09-18,27.6,16.5,22.1,1.1,68,9.3,3.1
2016-09-19,25.6,16.8,21.0,0.1,67,8.1,2.53
2016-09-20,21.3,14.4,17.5,8.5,74,18.0,2.31
2016-09-21,18.8,12.9,15.5,2.6,72,9.0,2.26
2016-09-22,17.1,10.9,14.0,1.0,70,11.8,2.39
2016-09-23,19.0,7.2,13.2,0.0,63,10.5,2.98
2016-09-24,19.8,8.8,14.2,0.0,59,5.9,2.9
2016-09-25,18.5,10.0,13.7,3.2,67,5.1,2.37
2016-09-26,17.2,8.2,12.5,9.6,80,6.0,2.17
2016-09-27,17.4,7.2,12.8,0.0,75,7.1,2.06
2016-09-28,20.5,7.7,14.7,0.0,66,4.9,2.81
2016-09-29,23.0,7.5,15.0,0.0,67,8.2,3.16
2016-09-30,23.9,8.9,16.7,0.0,61,7.0,3.24
2016-10-01,24.5,12.5,18.5,0.0,55,5.1,3.0
2016-10-02,24.5,13.4,19.0,0.0,64,7.7,3.09
2016-10-03,24.9,14.2,19.1,2.4,76,7.1,2.33
2016-10-04,19.8,13.7,16.5,0.2,77,11.1,1.95
2016-10-05,15.4,9.0,12.1,0.0,65,19.4,2.36
2016-10-06,12.8,7.9,9.9,0.0,66,7.2,1.3
2016-10-07,16.6,6.4,11.7,1.3,80,8.6,1.54
2016-10-08,14.9,7.8,11.6,0.7,76,17.6,1.85
2016-10-09,16.8,4.0,10.1,0.0,71,6.3,2.2
2016-10-10,13.7,8.7,11.3,5.0,88,9.0,0.67
2016-10-11,15.0,11.1,12.6,6.5,94,7.0,0.75
2016-10-12,18.1,10.3,13.5,2.7,86,11.8,1.46
2016-10-13,16.5,7.0,11.0,0.0,61,14.0,2.52
2016-10-14,17.3,5.0,10.7,0.0,73,7.3,2.18
2016-10-15,15.0,5.8,10.2,1.1,81,6.8,1.58
2016-10-16,16.8,8.0,12.0,4.7,86,7.6,1.5
2016-10-17,12.7,8.4,10.4,10.6,93,6.9,0.37
2016-10-18,10.4,5.8,7.8,0.0,76,9.2,1.41
2016-10-19,8.2,4.6,6.6,1.8,86,6.5,0.62
2016-10-20,12.6,6.2,8.9,0.0,84,6.5,1.18
2016-10-21,13.1,8.2,10.5,0.2,90,11.0,0.84
2016-10-22,15.5,9.9,12.0,0.5,88,7.5,0.86
2016-10-23,17.3,9.6,12.9,0.0,86,7.2,1.17
2016-10-24,15.7,12.1,13.4,0.4,91,5.8,0.81
2016-10-25,14.3,9.5,11.6,0.0,89,5.7,0.97
2016-10-26,13.4,7.9,10.8,3.0,91,6.2,0.86
2016-10-27,13.2,7.5,11.0,0.0,78,6.7,1.23
2016-10-28,9.5,4.9,6.9,0.0,72,6.9,1.15
2016-10-29,13.6,0.3,6.5,0.0,67,7.9,1.74
2016-10-30,12.1,5.8,9.0,0.0,63,19.4,1.94
2016-10-31,10.7,2.8,6.2,0.0,70,14.8,1.61
2016-11-01,10.6,0.1,4.8,0.0,71,15.8,1.32
2016-11-02,13.1,0.4,5.9,0.0,73,4.2,1.47
2016-11-03,17.0,2.2,8.7,0.2,72,8.8,1.57
2016-11-04,10.7,5.1,7.5,1.9,81,9.2,1.12
2016-11-05,14.0,4.3,8.7,0.0,84,5.8,1.31
2016-11-06,16.5,4.6,9.7,0.2,84,6.1,1.39
2016-11-07,17.9,7.1,11.8,0.0,81,6.5,1.23
2016-11-08,20.4,10.8,15.1,0.6,83,8.0,1.34
2016-11-09,18.1,10.8,13.9,12.8,91,8.3,0.91
2016-11-10,13.4,5.3,9.2,0.9,80,11.5,1.24
2016-11-11,13.7,5.0,8.5,0.0,82,7.3,1.21
2016-11-12,13.7,6.3,10.0,4.1,92,15.9,0.72
2016-11-13,10.4,4.0,7.3,0.2,65,24.5,1.74
2016-11-14,7.0,-0.4,3.2,0.0,64,11.6,1.19
2016-11-15,4.5,1.6,2.8,0.0,72,4.3,0.57
2016-11-16,6.4,-0.9,2.3,0.0,69,5.7,1.0
2016-11-17,8.1,-0.5,2.9,0.0,75,5.4,0.81
2016-11-18,11.7,0.0,4.7,0.0,81,6.6,1.13
2016-11-19,11.4,1.9,5.5,0.0,79,7.3,1.12
2016-11-20,11.5,2.1,5.9,0.0,82,7.1,0.92
2016-11-21,9.4,3.5,6.0,0.0,87,5.6,0.65
2016-11-22,8.0,3.9,5.8,0.0,89,5.0,0.53
2016-11-23,8.7,2.6,5.1,0.0,82,5.1,0.7
2016-11-24,10.7,2.7,5.7,0.0,84,5.2,0.91
2016-11-25,13.8,0.5,6.1,0.0,79,4.9,1.09
2016-11-26,11.0,1.1,5.5,0.0,87,7.2,0.94
2016-11-27,13.0,5.1,8.0,0.0,88,5.6,0.86
2016-11-28,9.0,2.6,5.5,0.5,82,11.3,0.64
2016-11-29,2.5,-2.8,0.2,8.9,81,8.1,0.34
2016-11-30,0.0,-12.0,-5.6,0.0,84,7.9,0.6
2016-12-01,3.0,-13.2,-4.8,0.0,81,14.4,0.6
2016-12-02,7.4,-2.7,2.5,0.9,79,18.7,0.88
2016-12-03,5.8,-1.8,2.1,0.0,68,15.9,1.05
2016-12-04,5.5,-3.0,0.2,0.0,61,8.2,0.87
2016-12-05,3.9,-1.6,0.4,0.0,57,6.8,0.89
2016-12-06,10.0,-1.8,2.2,0.0,69,9.2,0.96
2016-12-07,4.4,-1.7,0.8,0.0,75,11.4,0.68
2016-12-08,5.2,-2.2,0.2,0.0,70,8.2,0.77
2016-12-09,13.5,-1.1,4.4,0.0,54,10.0,1.49
2016-12-10,12.0,1.9,5.6,0.0,62,13.1,1.36
2016-12-11,14.4,1.2,5.9,0.0,77,9.4,0.98
2016-12-12,9.4,0.7,4.4,0.0,70,17.1,1.19
2016-12-13,4.1,-4.9,0.2,1.8,71,18.4,0.75
2016-12-14,3.7,-5.4,-2.0,0.0,46,7.2,0.91
2016-12-15,4.9,-1.9,1.5,0.0,63,12.6,0.84
2016-12-16,2.4,-2.9,-0.1,0.2,73,5.1,0.51
2016-12-17,3.8,-3.1,-0.8,0.0,54,5.5,0.79
2016-12-18,5.9,-2.7,0.5,0.0,55,6.0,0.84
2016-12-19,5.9,-4.1,-0.4,0.0,70,5.7,0.76
2016-12-20,7.2,-3.8,0.0,0.0,74,8.9,0.87
2016-12-21,1.5,-3.7,-0.8,0.0,74,7.2,0.56
2016-12-22,4.5,-4.1,-0.6,0.0,51,8.2,0.95
2016-12-23,7.3,-2.2,1.0,0.0,58,8.7,1.03
2016-12-24,6.1,-2.6,0.1,0.0,70,9.3,0.82
2016-12-25,6.3,-2.8,0.7,0.0,75,15.3,0.75
2016-12-26,5.8,-0.2,2.7,2.4,88,9.1,0.39
2016-12-27,9.9,1.6,4.4,0.3,79,20.2,0.99
2016-12-28,4.2,-0.1,1.4,4.3,71,17.6,0.85
2016-12-29,-0.1,-4.4,-1.6,0.8,76,17.0,0.59
2016-12-30,-2.0,-7.8,-4.4,0.0,73,13.8,0.53
2016-12-31,-0.2,-4.8,-2.6,5.0,78,13.2,0.43
2017-01-01,7.5,-4.6,-0.5,0.0,50,9.0,1.02
2017-01-02,8.2,-4.9,0.3,0.0,44,7.7,1.04
2017-01-03,10.5,-4.3,0.6,0.0,59,13.0,1.11
2017-01-04,6.2,-3.3,1.0,0.0,72,9.7,0.85
2017-01-05,5.2,-0.3,2.5,7.3,78,11.6,0.53
2017-01-06,0.5,-8.6,-3.3,10.4,76,24.0,0.46
2017-01-07,-7.4,-13.2,-11.0,0.0,69,15.5,0.55
2017-01-08,-7.6,-14.0,-11.7,0.0,65,21.1,0.61
2017-01-09,-8.1,-13.7,-10.8,1.1,72,16.6,0.46
2017-01-10,-6.4,-11.5,-8.5,9.7,83,9.5,0.29
2017-01-11,-4.9,-11.7,-7.7,1.9,80,12.1,0.47
2017-01-12,-0.0,-12.3,-4.3,0.0,63,30.0,1.04
2017-01-13,-0.1,-6.7,-2.5,0.0,68,16.8,0.96
2017-01-14,5.2,-2.8,1.2,0.4,78,9.5,0.57
2017-01-15,3.9,-8.2,-2.9,0.0,75,9.4,0.9
2017-01-16,0.2,-7.2,-2.0,3.8,81,11.0,0.4
2017-01-17,1.3,-0.4,0.3,10.6,95,4.7,0.33
2017-01-18,0.5,-1.9,-0.7,9.6,95,10.5,0.39
2017-01-19,-0.6,-3.3,-1.9,11.9,94,11.6,0.32
2017-01-20,-1.1,-6.7,-2.7,1.0,92,7.4,0.59
2017-01-21,1.1,-7.5,-2.2,0.0,65,7.9,0.9
2017-01-22,0.1,-5.8,-1.7,0.0,60,9.5,0.86
2017-01-23,-0.0,-3.7,-1.8,0.0,83,7.9,0.51
2017-01-24,0.1,-3.2,-1.6,0.0,92,5.4,0.49
2017-01-25,-0.1,-7.6,-2.6,0.0,87,12.3,0.65
2017-01-26,-0.9,-11.0,-5.9,0.1,82,9.1,0.7
2017-01-27,0.5,-14.8,-6.3,0.0,68,9.0,0.86
2017-01-28,1.2,-7.9,-2.0,0.0,56,9.5,1.03
2017-01-29,-0.1,-6.1,-1.9,0.0,69,9.1,0.95
2017-01-30,-0.8,-3.9,-2.5,0.5,89,5.7,0.49
2017-01-31,-1.5,-5.4,-3.3,0.3,90,9.4,0.62
2017-02-01,0.7,-5.4,-2.6,0.0,81,6.6,0.82
2017-02-02,5.7,-1.4,1.5,0.0,73,7.0,1.08
2017-02-03,8.6,0.7,4.8,0.0,69,8.4,1.14
2017-02-04,11.7,-1.0,4.6,0.2,78,7.9,1.29
2017-02-05,12.9,1.2,6.9,2.5,77,8.5,1.06
2017-02-06,10.6,3.8,7.8,0.0,69,13.8,1.2
2017-02-07,9.3,5.8,7.2,11.9,92,13.4,0.52
2017-02-08,5.6,2.5,4.1,16.6,90,9.1,0.44
2017-02-09,3.1,-0.8,1.7,0.8,89,14.2,0.37
2017-02-10,1.1,-1.8,-0.2,2.6,85,12.0,0.39
2017-02-11,1.2,-2.4,-1.0,0.2,77,13.1,0.78
2017-02-12,0.2,-3.1,-1.5,0.0,71,11.8,0.75
2017-02-13,0.5,-3.8,-2.1,0.0,70,12.0,0.87
2017-02-14,6.2,-6.2,-1.7,0.0,65,12.8,1.35
2017-02-15,12.4,-1.6,3.7,0.0,53,20.4,2.16
2017-02-16,7.3,-2.2,2.1,0.0,71,8.4,1.45
2017-02-17,8.6,0.1,3.7,0.0,61,6.9,1.54
2017-02-18,12.5,-0.8,5.3,0.1,64,11.7,1.77
2017-02-19,6.9,1.5,4.6,3.5,87,12.3,0.48
2017-02-20,8.5,0.4,3.3,4.3,72,20.8,1.66
2017-02-21,11.2,-0.8,4.6,0.0,54,19.2,2.36
2017-02-22,15.8,5.1,9.7,0.0,48,24.2,3.18
2017-02-23,18.5,5.3,12.0,0.0,50,17.0,2.77
2017-02-24,18.9,8.0,13.2,0.0,53,9.9,2.62
2017-02-25,14.4,5.9,9.7,1.2,69,8.2,1.27
2017-02-26,7.4,3.2,5.6,0.2,84,15.0,0.96
2017-02-27,16.7,2.7,8.9,0.0,76,8.8,2.15
2017-02-28,15.3,7.0,11.1,0.0,74,9.6,2.13
2017-03-01,14.5,7.3,10.0,4.3,84,18.5,1.59
2017-03-02,15.0,3.8,8.1,7.6,67,21.1,2.04
2017-03-03,15.9,4.2,9.8,0.0,56,13.8,2.33
2017-03-04,15.4,4.6,9.4,0.0,64,16.3,2.61
2017-03-05,14.7,5.0,9.8,0.0,67,11.2,2.43
2017-03-06,14.8,5.6,9.9,1.8,71,13.0,1.71
2017-03-07,14.7,5.1,10.0,0.6,72,20.1,2.34
2017-03-08,14.1,8.2,9.9,15.4,85,19.5,1.08
2017-03-09,12.4,6.4,9.0,2.5,86,9.0,1.32
2017-03-10,7.9,3.2,6.3,12.2,86,8.2,0.64
2017-03-11,11.7,2.1,6.9,0.3,74,9.5,1.32
2017-03-12,11.2,2.1,6.9,1.9,75,10.7,1.55
2017-03-13,8.6,4.1,6.1,5.3,80,9.4,1.08
2017-03-14,11.9,3.4,7.0,1.2,74,14.0,1.58
2017-03-15,12.8,3.3,7.5,2.1,71,14.3,2.01
2017-03-16,12.5,3.4,7.6,0.7,60,14.3,2.25
2017-03-17,11.4,1.3,6.9,0.3,50,14.9,2.81
2017-03-18,15.8,1.8,8.7,0.0,51,8.2,2.69
2017-03-19,16.7,9.4,12.4,0.3,56,29.3,3.03
2017-03-20,20.3,7.4,12.8,0.4,58,19.3,3.24
2017-03-21,20.4,7.2,14.3,0.0,61,10.7,3.19
2017-03-22,18.1,8.5,12.8,0.0,70,11.7,2.96
2017-03-23,18.0,6.0,11.2,0.0,61,11.8,3.13
2017-03-24,21.0,7.1,13.2,0.0,47,7.2,3.47
2017-03-25,22.3,8.3,15.6,0.3,52,9.2,3.11
2017-03-26,17.5,7.0,11.2,1.3,75,16.1,2.54
2017-03-27,10.3,3.4,6.4,0.9,62,11.8,2.17
2017-03-28,15.3,2.8,9.6,0.0,52,9.4,3.19
2017-03-29,19.9,5.7,13.5,0.0,45,10.3,3.69
2017-03-30,21.6,6.6,14.8,0.3,45,13.4,3.79
2017-03-31,16.7,7.8,11.7,0.1,62,11.3,2.82
2017-04-01,18.6,5.5,11.2,0.0,54,10.5,3.71
2017-04-02,19.3,6.9,12.2,0.0,41,14.8,4.14
2017-04-03,18.5,5.9,12.2,0.1,44,17.9,4.13
2017-04-04,18.3,8.8,12.6,2.8,62,14.4,3.39
2017-04-05,17.6,6.9,11.7,0.5,70,14.9,2.54
2017-04-06,17.3,8.1,12.6,0.9,58,20.3,3.26
2017-04-07,14.1,5.4,9.1,0.0,42,26.0,3.97
2017-04-08,14.4,4.4,8.7,0.2,57,28.5,3.33
2017-04-09,17.8,7.0,11.7,0.0,54,17.4,3.74
2017-04-10,19.6,6.8,13.0,0.0,49,11.9,4.03
2017-04-11,21.8,8.4,14.0,0.0,50,14.8,4.21
2017-04-12,21.9,9.0,15.3,0.0,45,20.7,4.34
2017-04-13,23.3,8.6,14.8,0.0,59,12.0,4.08
